Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,season,season_type
2024-11-02,Girona,Leganes,4,3,H,2,2,D,,15,8,6,5,17,15,6,1,2,4,0,0,2024_2025,normal
2024-11-03,Ath Madrid,Las Palmas,2,0,H,1,0,H,,15,1,3,1,13,13,9,1,1,1,0,0,2024_2025,normal
2024-11-03,Barcelona,Espanol,3,1,H,3,0,H,,14,10,9,3,13,14,9,5,0,3,0,0,2024_2025,normal
2024-11-03,Sevilla,Sociedad,0,2,A,0,1,A,,8,9,0,3,6,17,5,9,2,1,0,0,2024_2025,normal
2024-11-03,Ath Bilbao,Betis,1,1,D,0,0,D,,17,7,8,4,9,8,6,2,0,0,0,0,2024_2025,normal
2024-11-04,Celta,Getafe,1,0,H,1,0,H,,10,10,3,2,12,11,0,2,1,4,0,1,2024_2025,normal
2024-11-08,Vallecano,Las Palmas,1,3,A,0,1,A,,35,11,7,3,9,13,12,4,1,3,0,0,2024_2025,normal
2024-11-09,Real Madrid,Osasuna,4,0,H,2,0,H,,18,2,8,0,9,16,11,3,0,2,0,0,2024_2025,normal
2024-11-09,Villarreal,Alaves,3,0,H,1,0,H,,13,9,3,3,17,21,7,2,1,3,0,0,2024_2025,normal
2024-11-09,Leganes,Sevilla,1,0,H,0,0,D,,8,13,4,2,7,10,0,6,2,1,0,1,2024_2025,normal
2024-11-10,Betis,Celta,2,2,D,1,1,D,,19,3,6,2,12,8,2,0,3,0,0,0,2024_2025,normal
2024-11-10,Mallorca,Ath Madrid,0,1,A,0,0,D,,12,9,6,2,10,16,7,2,1,3,0,0,2024_2025,normal
2024-11-10,Getafe,Girona,0,1,A,0,1,A,,8,3,0,2,25,16,5,2,3,3,0,0,2024_2025,normal
2024-11-10,Valladolid,Ath Bilbao,1,1,D,0,0,D,,6,17,3,1,12,12,5,5,4,4,0,0,2024_2025,normal
2024-11-10,Sociedad,Barcelona,1,0,H,1,0,H,,14,11,6,0,17,6,7,6,3,1,0,0,2024_2025,normal
2024-11-22,Getafe,Valladolid,2,0,H,0,0,D,,12,6,5,3,15,15,3,2,3,2,0,0,2024_2025,normal
2024-11-23,Valencia,Betis,4,2,H,1,1,D,,11,7,5,3,10,16,2,4,4,2,0,0,2024_2025,normal
2024-11-23,Ath Madrid,Alaves,2,1,H,0,1,A,,11,4,8,1,18,19,5,0,3,3,0,0,2024_2025,normal
2024-11-23,Girona,Espanol,4,1,H,4,0,H,,12,9,5,1,4,19,6,3,0,3,0,0,2024_2025,normal
2024-11-23,Las Palmas,Mallorca,2,3,A,0,0,D,,14,10,3,3,10,18,4,3,4,2,0,1,2024_2025,normal
2024-11-23,Celta,Barcelona,2,2,D,0,1,A,,15,9,8,4,13,9,5,1,5,5,0,1,2024_2025,normal
2024-11-24,Osasuna,Villarreal,2,2,D,2,0,H,,4,17,3,7,12,13,0,8,6,5,0,0,2024_2025,normal
2024-11-24,Sevilla,Vallecano,1,0,H,1,0,H,,11,9,3,1,14,14,8,3,2,5,0,1,2024_2025,normal
2024-11-24,Leganes,Real Madrid,0,3,A,0,1,A,,4,16,0,9,17,11,2,4,2,0,0,0,2024_2025,normal
2024-11-24,Ath Bilbao,Sociedad,1,0,H,1,0,H,,12,6,4,1,18,9,4,4,3,4,0,0,2024_2025,normal
2024-11-29,Mallorca,Valencia,2,1,H,1,1,D,,9,7,3,1,9,14,3,6,0,0,0,0,2024_2025,normal
2024-11-30,Barcelona,Las Palmas,1,2,A,0,0,D,,27,5,8,3,7,11,7,0,0,0,0,0,2024_2025,normal
2024-11-30,Alaves,Leganes,1,1,D,0,0,D,,18,6,7,3,15,15,13,8,1,4,0,0,2024_2025,normal
2024-11-30,Espanol,Celta,3,1,H,1,0,H,,9,16,5,2,13,7,2,5,2,2,0,0,2024_2025,normal
2024-11-30,Valladolid,Ath Madrid,0,5,A,0,3,A,,9,13,1,9,6,11,3,5,1,2,0,0,2024_2025,normal
2024-12-01,Villarreal,Girona,2,2,D,1,0,H,,13,13,4,6,8,13,1,5,2,6,0,0,2024_2025,normal
2024-12-01,Real Madrid,Getafe,2,0,H,2,0,H,,13,8,4,3,7,26,5,3,2,6,0,0,2024_2025,normal
2024-12-01,Vallecano,Ath Bilbao,1,2,A,1,0,H,,7,12,4,7,14,8,1,7,3,0,0,0,2024_2025,normal
2024-12-01,Sociedad,Betis,2,0,H,2,0,H,,2,7,1,2,28,10,0,4,3,2,0,0,2024_2025,normal
2024-12-02,Sevilla,Osasuna,1,1,D,0,0,D,,12,7,5,3,11,15,5,1,1,1,0,0,2024_2025,normal
2024-12-03,Mallorca,Barcelona,1,5,A,1,1,D,,6,20,1,9,13,13,2,5,4,3,0,0,2024_2025,normal
2024-12-04,Ath Bilbao,Real Madrid,2,1,H,0,0,D,,9,10,3,5,21,9,5,2,3,3,0,0,2024_2025,normal
2024-12-06,Celta,Mallorca,2,0,H,1,0,H,,12,9,5,4,9,12,3,3,1,0,0,1,2024_2025,normal
2024-12-07,Las Palmas,Valladolid,2,1,H,1,1,D,,11,9,5,2,17,13,3,3,4,3,0,0,2024_2025,normal
2024-12-07,Betis,Barcelona,2,2,D,0,1,A,,12,9,6,3,15,14,6,4,1,2,0,0,2024_2025,normal
2024-12-07,Valencia,Vallecano,0,1,A,0,1,A,,14,6,6,1,5,12,9,4,2,2,0,0,2024_2025,normal
2024-12-07,Girona,Real Madrid,0,3,A,0,1,A,,10,10,4,7,6,7,6,3,3,2,0,0,2024_2025,normal
2024-12-08,Leganes,Sociedad,0,3,A,0,1,A,,11,15,2,5,12,15,5,3,2,2,0,0,2024_2025,normal
2024-12-08,Ath Bilbao,Villarreal,2,0,H,1,0,H,,12,11,4,1,15,10,3,3,2,1,0,0,2024_2025,normal
2024-12-08,Osasuna,Alaves,2,2,D,0,1,A,,16,6,8,3,13,14,8,3,4,3,0,0,2024_2025,normal
2024-12-08,Ath Madrid,Sevilla,4,3,H,1,2,A,,14,4,9,3,11,8,5,3,4,3,0,0,2024_2025,normal
2024-12-09,Getafe,Espanol,1,0,H,1,0,H,,15,9,6,1,14,15,3,3,3,6,0,0,2024_2025,normal
2024-12-13,Valladolid,Valencia,1,0,H,1,0,H,,2,14,1,2,10,10,1,7,4,3,1,0,2024_2025,normal
2024-12-14,Espanol,Osasuna,0,0,D,0,0,D,,9,6,3,0,13,13,5,4,3,1,0,0,2024_2025,normal
2024-12-14,Mallorca,Girona,2,1,H,1,1,D,,8,13,2,1,10,14,2,4,5,2,1,0,2024_2025,normal
2024-12-14,Sevilla,Celta,1,0,H,0,0,D,,8,10,3,2,12,9,3,4,7,3,0,0,2024_2025,normal
2024-12-14,Vallecano,Real Madrid,3,3,D,2,2,D,,14,13,5,6,18,8,4,3,4,2,0,0,2024_2025,normal
2024-12-15,Ath Madrid,Getafe,1,0,H,0,0,D,,11,7,3,1,13,15,8,3,3,1,0,0,2024_2025,normal
2024-12-15,Alaves,Ath Bilbao,1,1,D,0,1,A,,6,9,3,2,14,17,2,4,2,2,0,0,2024_2025,normal
2024-12-15,Sociedad,Las Palmas,0,0,D,0,0,D,,15,9,4,3,17,12,8,6,2,3,0,0,2024_2025,normal
2024-12-15,Villarreal,Betis,1,2,A,0,1,A,,17,10,4,4,19,10,5,5,5,2,0,1,2024_2025,normal
2024-12-15,Barcelona,Leganes,0,1,A,0,1,A,,20,6,4,4,5,13,8,2,0,2,0,0,2024_2025,normal
2024-12-18,Espanol,Valencia,1,1,D,1,0,H,,10,14,3,4,13,11,4,7,1,0,0,0,2024_2025,normal
2024-12-18,Villarreal,Vallecano,1,1,D,1,1,D,,14,18,5,3,10,15,7,7,4,3,1,0,2024_2025,normal
2024-12-20,Girona,Valladolid,3,0,H,2,0,H,,23,1,7,1,13,7,9,1,3,1,0,0,2024_2025,normal
2024-12-21,Getafe,Mallorca,0,1,A,0,0,D,,18,9,5,2,19,13,3,0,4,3,0,0,2024_2025,normal
2024-12-21,Celta,Sociedad,2,0,H,2,0,H,,11,7,7,1,19,13,5,7,3,5,0,0,2024_2025,normal
2024-12-21,Osasuna,Ath Bilbao,1,2,A,1,1,D,,6,13,3,8,10,13,4,4,0,1,0,0,2024_2025,normal
2024-12-21,Barcelona,Ath Madrid,1,2,A,1,0,H,,19,5,7,4,11,8,11,3,0,3,0,0,2024_2025,normal
2024-12-22,Valencia,Alaves,2,2,D,0,1,A,,8,11,3,3,20,15,5,4,2,1,0,0,2024_2025,normal
2024-12-22,Real Madrid,Sevilla,4,2,H,3,1,H,,16,10,8,5,5,14,6,6,1,2,0,0,2024_2025,normal
2024-12-22,Las Palmas,Espanol,1,0,H,0,0,D,,10,9,4,2,9,16,2,2,4,2,0,0,2024_2025,normal
2024-12-22,Leganes,Villarreal,2,5,A,2,2,D,,5,18,3,9,17,15,1,5,1,2,2,0,2024_2025,normal
2024-12-22,Betis,Vallecano,1,1,D,1,0,H,,14,10,5,4,9,14,5,5,0,4,0,0,2024_2025,normal
2025-01-03,Valencia,Real Madrid,1,2,A,1,0,H,,8,17,5,5,16,9,2,5,2,3,0,1,2024_2025,normal
2025-01-10,Vallecano,Celta,2,1,H,1,1,D,,8,23,5,7,18,9,3,3,2,3,0,1,2024_2025,normal
2025-01-11,Alaves,Girona,0,1,A,0,0,D,,11,3,2,1,16,11,6,3,1,4,0,0,2024_2025,normal
2025-01-11,Valladolid,Betis,1,0,H,0,0,D,,12,14,1,3,21,10,1,8,2,4,0,0,2024_2025,normal
2025-01-11,Espanol,Leganes,1,1,D,1,1,D,,15,14,5,6,15,19,8,4,2,2,0,1,2024_2025,normal
2025-01-11,Sevilla,Valencia,1,1,D,0,0,D,,15,5,5,1,16,8,10,1,1,2,0,0,2024_2025,normal
2025-01-12,Las Palmas,Getafe,1,2,A,0,0,D,,15,12,7,3,14,17,4,5,2,3,0,0,2024_2025,normal
2025-01-12,Ath Madrid,Osasuna,1,0,H,0,0,D,,9,6,5,1,8,14,4,0,2,0,0,0,2024_2025,normal
2025-01-13,Sociedad,Villarreal,1,0,H,0,0,D,,6,15,3,5,17,6,3,7,4,2,0,0,2024_2025,normal
2025-01-17,Espanol,Valladolid,2,1,H,1,0,H,,12,11,4,4,13,16,1,7,2,2,0,0,2024_2025,normal
2025-01-18,Girona,Sevilla,1,2,A,1,0,H,,7,14,4,6,6,15,7,4,0,4,0,0,2024_2025,normal
2025-01-18,Leganes,Ath Madrid,1,0,H,0,0,D,,9,19,3,4,16,6,2,9,1,3,0,0,2024_2025,normal
2025-01-18,Betis,Alaves,1,3,A,1,1,D,,7,9,2,5,12,24,2,3,4,5,1,0,2024_2025,normal
2025-01-18,Getafe,Barcelona,1,1,D,1,1,D,,10,21,4,5,9,9,2,10,3,2,0,0,2024_2025,normal
2025-01-19,Celta,Ath Bilbao,1,2,A,0,0,D,,3,14,1,6,14,6,3,4,0,0,0,0,2024_2025,normal
2025-01-19,Real Madrid,Las Palmas,4,1,H,3,1,H,,26,6,13,2,11,13,8,2,0,1,0,1,2024_2025,normal
2025-01-19,Osasuna,Vallecano,1,1,D,0,1,A,,12,8,3,3,9,13,6,3,3,2,0,0,2024_2025,normal
2025-01-19,Valencia,Sociedad,1,0,H,1,0,H,,7,9,2,3,10,12,4,7,3,4,0,0,2024_2025,normal
2025-01-20,Villarreal,Mallorca,4,0,H,4,0,H,,14,9,7,2,9,12,6,5,1,3,0,0,2024_2025,normal
2025-01-24,Las Palmas,Osasuna,1,1,D,0,0,D,,16,16,7,4,14,17,4,2,7,8,1,0,2024_2025,normal
2025-01-25,Mallorca,Betis,0,1,A,0,0,D,,16,8,3,3,12,18,4,4,2,2,1,0,2024_2025,normal
2025-01-25,Ath Madrid,Villarreal,1,1,D,0,1,A,,20,11,8,1,10,14,5,6,4,2,0,0,2024_2025,normal
2025-01-25,Sevilla,Espanol,1,1,D,0,1,A,,25,6,4,1,13,14,5,1,1,4,0,0,2024_2025,normal
2025-01-25,Valladolid,Real Madrid,0,3,A,0,1,A,,6,20,2,4,11,12,1,7,3,3,1,0,2024_2025,normal
2025-01-26,Vallecano,Girona,2,1,H,0,0,D,,17,12,7,5,19,9,4,1,3,1,0,0,2024_2025,normal
2025-01-26,Sociedad,Getafe,0,3,A,0,0,D,,13,13,4,4,11,15,5,2,3,6,0,0,2024_2025,normal
2025-01-26,Ath Bilbao,Leganes,0,0,D,0,0,D,,29,5,3,2,10,8,16,1,1,1,0,0,2024_2025,normal
2025-01-26,Barcelona,Valencia,7,1,H,5,0,H,,22,7,11,2,10,12,14,4,0,1,0,0,2024_2025,normal
2025-01-27,Alaves,Celta,1,1,D,1,0,H,,3,5,1,2,15,14,3,4,2,3,0,0,2024_2025,normal
2025-01-31,Leganes,Vallecano,0,1,A,0,0,D,,5,19,1,3,7,19,2,9,2,4,1,0,2024_2025,normal
2025-02-01,Getafe,Sevilla,0,0,D,0,0,D,,7,13,1,1,15,12,6,5,4,6,0,0,2024_2025,normal
2025-02-01,Villarreal,Valladolid,5,1,H,1,0,H,,22,8,8,2,9,14,3,6,1,2,0,0,2024_2025,normal
2025-02-01,Ath Madrid,Mallorca,2,0,H,1,0,H,,17,10,5,1,9,14,10,4,2,3,0,0,2024_2025,normal
2025-02-01,Espanol,Real Madrid,1,0,H,0,0,D,,5,21,2,7,14,3,1,8,2,0,0,0,2024_2025,normal
2025-02-02,Barcelona,Alaves,1,0,H,0,0,D,,11,3,4,0,8,20,5,2,5,2,0,0,2024_2025,normal
2025-02-02,Valencia,Celta,2,1,H,1,0,H,,8,3,5,2,9,17,5,2,1,2,0,0,2024_2025,normal
2025-02-02,Osasuna,Sociedad,2,1,H,1,0,H,,11,13,4,3,10,8,3,5,3,3,0,0,2024_2025,normal
2025-02-02,Betis,Ath Bilbao,2,2,D,2,1,H,,10,12,6,4,10,20,3,7,3,1,0,0,2024_2025,normal
2025-02-03,Girona,Las Palmas,2,1,H,1,0,H,,12,10,4,2,12,12,11,3,2,2,0,0,2024_2025,normal
2025-02-07,Vallecano,Valladolid,1,0,H,0,0,D,,20,8,6,3,11,15,4,2,2,2,0,0,2024_2025,normal
2025-02-08,Celta,Betis,3,2,H,0,2,A,,14,12,6,5,11,11,4,7,3,5,0,0,2024_2025,normal
2025-02-08,Ath Bilbao,Girona,3,0,H,2,0,H,,23,3,8,1,7,12,11,2,0,4,0,0,2024_2025,normal
2025-02-08,Las Palmas,Villarreal,1,2,A,0,0,D,,20,9,4,4,12,12,6,5,6,3,0,0,2024_2025,normal
2025-02-08,Real Madrid,Ath Madrid,1,1,D,0,1,A,,23,10,9,1,14,13,6,1,1,3,0,0,2024_2025,normal
2025-02-09,Alaves,Getafe,0,1,A,0,1,A,,12,4,4,3,16,16,8,3,2,6,0,0,2024_2025,normal
2025-02-09,Valencia,Leganes,2,0,H,2,0,H,,18,12,4,4,14,9,9,3,1,1,0,0,2024_2025,normal
2025-02-09,Sociedad,Espanol,2,1,H,1,0,H,,13,4,3,1,11,17,6,0,1,2,0,0,2024_2025,normal
2025-02-09,Sevilla,Barcelona,1,4,A,1,1,D,,8,10,4,6,14,6,5,6,5,2,0,1,2024_2025,normal
2025-02-10,Mallorca,Osasuna,1,1,D,0,0,D,,10,19,2,4,7,11,7,11,1,4,0,0,2024_2025,normal
2025-02-14,Girona,Getafe,1,2,A,0,1,A,,14,10,4,6,11,23,3,3,2,3,1,0,2024_2025,normal
2025-02-15,Leganes,Alaves,3,3,D,2,1,H,,8,16,3,7,18,15,3,2,4,5,1,0,2024_2025,normal
2025-02-15,Osasuna,Real Madrid,1,1,D,0,1,A,,11,17,4,6,16,7,6,2,3,1,0,1,2024_2025,normal
2025-02-15,Ath Madrid,Celta,1,1,D,0,0,D,,9,11,3,4,8,18,2,7,3,5,1,0,2024_2025,normal
2025-02-15,Villarreal,Valencia,1,1,D,1,0,H,,13,12,4,3,6,17,4,5,0,5,0,0,2024_2025,normal
2025-02-16,Espanol,Ath Bilbao,1,1,D,0,0,D,,12,14,4,4,12,8,2,7,1,1,0,0,2024_2025,normal
2025-02-16,Valladolid,Sevilla,0,4,A,0,2,A,,7,11,2,6,11,10,3,2,4,2,0,0,2024_2025,normal
2025-02-16,Mallorca,Las Palmas,3,1,H,3,0,H,,14,9,5,4,7,13,3,5,1,4,0,0,2024_2025,normal
2025-02-16,Betis,Sociedad,3,0,H,0,0,D,,24,5,8,1,9,15,5,5,0,2,0,2,2024_2025,normal
2025-02-17,Barcelona,Vallecano,1,0,H,1,0,H,,14,9,5,4,11,9,4,5,2,3,0,0,2024_2025,normal
2025-02-21,Celta,Osasuna,1,0,H,0,0,D,,12,18,5,1,11,13,5,4,1,0,0,0,2024_2025,normal
2025-02-22,Alaves,Espanol,0,1,A,0,0,D,,15,9,5,2,13,17,7,0,2,2,0,0,2024_2025,normal
2025-02-22,Vallecano,Villarreal,0,1,A,0,0,D,,10,10,5,5,15,12,3,5,1,4,1,0,2024_2025,normal
2025-02-22,Valencia,Ath Madrid,0,3,A,0,2,A,,18,11,2,3,18,16,7,0,1,3,0,0,2024_2025,normal
2025-02-22,Las Palmas,Barcelona,0,2,A,0,0,D,,10,15,2,5,13,4,5,3,1,1,0,0,2024_2025,normal
2025-02-23,Ath Bilbao,Valladolid,7,1,H,4,0,H,,29,5,16,3,10,5,4,4,2,3,0,1,2024_2025,normal
2025-02-23,Real Madrid,Girona,2,0,H,1,0,H,,22,6,5,2,1,7,11,5,0,2,0,0,2024_2025,normal
2025-02-23,Getafe,Betis,1,2,A,0,1,A,,10,13,4,6,17,20,2,5,3,0,1,1,2024_2025,normal
2025-02-23,Sociedad,Leganes,3,0,H,1,0,H,,12,8,5,2,13,13,3,3,3,3,0,0,2024_2025,normal
2025-02-24,Sevilla,Mallorca,1,1,D,1,0,H,,19,13,4,2,11,12,4,4,1,3,0,0,2024_2025,normal
2025-02-28,Valladolid,Las Palmas,1,1,D,0,1,A,,23,4,7,3,11,8,13,4,2,1,0,1,2024_2025,normal
2025-03-01,Girona,Celta,2,2,D,1,1,D,,9,10,6,6,8,17,4,2,0,0,0,0,2024_2025,normal
2025-03-01,Vallecano,Sevilla,1,1,D,0,0,D,,20,10,8,5,14,9,6,6,1,0,0,0,2024_2025,normal
2025-03-01,Betis,Real Madrid,2,1,H,1,1,D,,18,9,3,2,17,12,9,2,3,4,0,0,2024_2025,normal
2025-03-01,Ath Madrid,Ath Bilbao,1,0,H,0,0,D,,12,15,4,3,7,8,6,2,2,3,0,0,2024_2025,normal
2025-03-02,Leganes,Getafe,1,0,H,0,0,D,,5,9,1,0,15,15,2,6,1,1,0,0,2024_2025,normal
2025-03-02,Barcelona,Sociedad,4,0,H,2,0,H,,33,0,10,0,15,6,12,0,0,0,0,1,2024_2025,normal
2025-03-02,Mallorca,Alaves,1,1,D,1,0,H,,15,19,4,7,20,14,3,9,0,2,0,0,2024_2025,normal
2025-03-02,Osasuna,Valencia,3,3,D,3,2,H,,12,12,5,5,10,7,3,3,2,1,0,0,2024_2025,normal
2025-03-08,Celta,Leganes,2,1,H,2,1,H,,7,12,4,6,10,9,2,5,3,2,0,0,2024_2025,normal
2025-03-08,Alaves,Villarreal,1,0,H,1,0,H,,5,24,3,2,11,13,1,6,3,1,2,0,2024_2025,normal
2025-03-08,Valencia,Valladolid,2,1,H,1,1,D,,17,11,4,4,11,10,5,4,1,3,0,0,2024_2025,normal
2025-03-09,Getafe,Ath Madrid,2,1,H,0,0,D,,11,4,3,2,10,14,4,4,6,2,0,1,2024_2025,normal
2025-03-09,Real Madrid,Vallecano,2,1,H,2,1,H,,10,20,5,6,12,17,4,6,3,1,0,0,2024_2025,normal
2025-03-09,Ath Bilbao,Mallorca,1,1,D,0,0,D,,8,9,2,2,6,13,3,3,1,3,0,0,2024_2025,normal
2025-03-09,Betis,Las Palmas,1,0,H,0,0,D,,14,8,6,1,12,14,11,1,2,8,0,1,2024_2025,normal
2025-03-09,Sociedad,Sevilla,0,1,A,0,0,D,,7,9,2,4,14,12,6,3,2,1,0,0,2024_2025,normal
2025-03-10,Espanol,Girona,1,1,D,0,0,D,,7,18,4,4,11,13,4,9,3,3,0,0,2024_2025,normal
2025-03-14,Las Palmas,Alaves,2,2,D,0,1,A,,14,9,7,3,10,22,4,5,5,5,0,0,2024_2025,normal
2025-03-15,Valladolid,Celta,0,1,A,0,0,D,,5,10,2,1,9,15,3,4,3,3,0,0,2024_2025,normal
2025-03-15,Mallorca,Espanol,2,1,H,0,0,D,,20,2,7,0,10,12,6,2,0,2,0,0,2024_2025,normal
2025-03-15,Villarreal,Real Madrid,1,2,A,1,2,A,,23,9,10,5,17,3,11,4,2,1,0,0,2024_2025,normal
2025-03-15,Girona,Valencia,1,1,D,0,0,D,,14,12,4,2,12,5,9,4,2,1,0,0,2024_2025,normal
2025-03-16,Leganes,Betis,2,3,A,2,0,H,,10,21,4,6,16,5,3,7,2,1,0,0,2024_2025,normal
2025-03-16,Sevilla,Ath Bilbao,0,1,A,0,0,D,,11,9,4,4,13,12,4,6,4,2,0,0,2024_2025,normal
2025-03-16,Osasuna,Getafe,1,2,A,1,0,H,,12,7,4,4,19,15,3,2,2,3,0,1,2024_2025,normal
2025-03-16,Vallecano,Sociedad,2,2,D,0,1,A,,10,8,5,4,16,9,4,4,3,2,0,0,2024_2025,normal
2025-03-16,Ath Madrid,Barcelona,2,4,A,1,0,H,,7,13,2,6,10,11,6,6,1,3,0,0,2024_2025,normal
2025-03-27,Barcelona,Osasuna,3,0,H,2,0,H,,19,4,5,0,7,14,8,4,1,3,0,0,2024_2025,normal
2025-03-29,Sociedad,Valladolid,2,1,H,1,0,H,,12,12,2,5,20,10,3,6,2,3,0,0,2024_2025,normal
2025-03-29,Espanol,Ath Madrid,1,1,D,0,1,A,,8,13,1,2,12,14,4,3,2,1,0,0,2024_2025,normal
2025-03-29,Alaves,Vallecano,0,2,A,0,1,A,,12,11,4,5,14,12,8,5,3,5,0,0,2024_2025,normal
2025-03-29,Real Madrid,Leganes,3,2,H,1,2,A,,24,10,10,4,9,13,8,3,1,4,0,0,2024_2025,normal
2025-03-30,Getafe,Villarreal,1,2,A,1,2,A,,11,9,4,3,16,21,3,1,1,4,0,0,2024_2025,normal
2025-03-30,Barcelona,Girona,4,1,H,1,0,H,,21,4,9,2,8,11,10,2,0,1,0,0,2024_2025,normal
2025-03-30,Ath Bilbao,Osasuna,0,0,D,0,0,D,,11,5,5,2,12,12,3,4,1,1,0,0,2024_2025,normal
2025-03-30,Valencia,Mallorca,1,0,H,0,0,D,,8,8,2,2,16,15,4,5,5,5,0,0,2024_2025,normal
2025-03-30,Betis,Sevilla,2,1,H,2,1,H,,11,6,3,2,10,22,2,2,4,4,0,0,2024_2025,normal
2025-03-31,Celta,Las Palmas,1,1,D,1,0,H,,19,4,7,2,17,5,4,2,3,0,0,0,2024_2025,normal
2025-04-04,Vallecano,Espanol,0,4,A,0,2,A,,16,15,5,7,8,10,8,4,2,2,0,0,2024_2025,normal
2025-04-05,Girona,Alaves,0,1,A,0,0,D,,11,14,6,3,9,16,1,5,1,4,0,0,2024_2025,normal
2025-04-05,Real Madrid,Valencia,1,2,A,0,1,A,,21,10,9,2,10,13,9,4,0,4,0,0,2024_2025,normal
2025-04-05,Mallorca,Celta,1,2,A,1,0,H,,7,10,2,4,9,11,4,2,3,0,0,0,2024_2025,normal
2025-04-05,Barcelona,Betis,1,1,D,1,1,D,,13,6,5,2,16,12,9,3,2,1,0,0,2024_2025,normal
2025-04-06,Las Palmas,Sociedad,1,3,A,0,1,A,,13,13,5,8,7,10,5,4,0,2,0,0,2024_2025,normal
2025-04-06,Sevilla,Ath Madrid,1,2,A,1,1,D,,11,13,6,5,14,12,7,7,1,4,0,0,2024_2025,normal
2025-04-06,Valladolid,Getafe,0,4,A,0,3,A,,5,16,0,9,11,17,3,4,3,1,1,0,2024_2025,normal
2025-04-06,Villarreal,Ath Bilbao,0,0,D,0,0,D,,12,11,4,2,9,13,6,5,0,1,1,0,2024_2025,normal
2025-04-07,Leganes,Osasuna,1,1,D,0,0,D,,13,14,7,6,18,14,4,8,3,3,0,0,2024_2025,normal
2025-04-11,Valencia,Sevilla,1,0,H,1,0,H,,8,12,6,5,10,18,3,3,3,2,0,0,2024_2025,normal
2025-04-12,Sociedad,Mallorca,0,2,A,0,1,A,,15,7,4,3,11,12,8,2,3,1,0,0,2024_2025,normal
2025-04-12,Getafe,Las Palmas,1,3,A,1,0,H,,11,10,6,5,14,15,3,2,0,2,1,0,2024_2025,normal
2025-04-12,Celta,Espanol,0,2,A,0,1,A,,16,5,6,3,14,10,13,5,2,2,0,0,2024_2025,normal
2025-04-12,Leganes,Barcelona,0,1,A,0,0,D,,6,12,1,3,10,4,4,8,2,1,0,0,2024_2025,normal
2025-04-13,Osasuna,Girona,2,1,H,1,0,H,,13,18,6,8,17,15,4,4,2,0,0,0,2024_2025,normal
2025-04-13,Alaves,Real Madrid,0,1,A,0,1,A,,13,11,6,4,21,12,4,4,4,4,1,1,2024_2025,normal
2025-04-13,Betis,Villarreal,1,2,A,1,1,D,,24,8,5,2,4,13,5,5,0,4,0,0,2024_2025,normal
2025-04-13,Ath Bilbao,Vallecano,3,1,H,0,1,A,,13,11,4,3,12,7,7,1,4,3,0,0,2024_2025,normal
2025-04-14,Ath Madrid,Valladolid,4,2,H,2,1,H,,24,6,9,3,11,8,5,1,1,1,0,0,2024_2025,normal
2025-04-18,Espanol,Getafe,1,0,H,1,0,H,,9,9,3,4,12,15,6,8,0,2,0,1,2024_2025,normal
2025-04-19,Vallecano,Valencia,1,1,D,1,0,H,,11,10,4,3,18,13,5,2,3,1,0,0,2024_2025,normal
2025-04-19,Barcelona,Celta,4,3,H,1,1,D,,18,11,6,8,10,13,4,1,2,2,0,0,2024_2025,normal
2025-04-19,Mallorca,Leganes,0,0,D,0,0,D,,11,15,1,1,17,15,4,4,2,1,0,0,2024_2025,normal
2025-04-19,Las Palmas,Ath Madrid,1,0,H,0,0,D,,8,7,2,2,13,13,4,4,3,1,0,0,2024_2025,normal
2025-04-20,Valladolid,Osasuna,2,3,A,0,2,A,,12,11,5,6,12,17,5,2,2,0,0,0,2024_2025,normal
2025-04-20,Villarreal,Sociedad,2,2,D,1,1,D,,20,4,5,4,12,12,10,4,5,1,0,0,2024_2025,normal
2025-04-20,Sevilla,Alaves,1,1,D,1,1,D,,10,11,2,3,10,11,3,6,2,2,0,0,2024_2025,normal
2025-04-20,Real Madrid,Ath Bilbao,1,0,H,0,0,D,,22,3,7,1,7,15,14,1,1,2,0,0,2024_2025,normal
2025-04-21,Girona,Betis,1,3,A,0,3,A,,11,17,5,9,13,11,8,9,3,2,0,0,2024_2025,normal
2025-04-22,Valencia,Espanol,1,1,D,0,1,A,,16,8,7,3,7,7,6,4,2,1,0,0,2024_2025,normal
2025-04-22,Barcelona,Mallorca,1,0,H,0,0,D,,40,4,13,0,10,7,13,2,0,1,0,0,2024_2025,normal
2025-04-23,Ath Bilbao,Las Palmas,1,0,H,1,0,H,,13,10,4,2,13,9,3,3,1,3,0,0,2024_2025,normal
2025-04-23,Celta,Villarreal,3,0,H,1,0,H,,21,4,9,1,16,10,6,3,2,1,0,1,2024_2025,normal
2025-04-23,Alaves,Sociedad,1,0,H,0,0,D,,10,6,1,0,17,17,6,6,4,5,0,0,2024_2025,normal
2025-04-23,Getafe,Real Madrid,0,1,A,0,1,A,,20,14,6,7,15,7,4,4,3,1,0,0,2024_2025,normal
2025-04-24,Leganes,Girona,1,1,D,0,0,D,,7,8,1,3,16,18,4,5,4,2,1,0,2024_2025,normal
2025-04-24,Osasuna,Sevilla,1,0,H,1,0,H,,9,12,2,3,14,13,4,4,4,2,0,1,2024_2025,normal
